Sebastian lives in France and has travelled to Santiago , Beijing and Helsinki . The capital of Sebastian's country is	2	16	0.13116031885147095	['paris', 'santiago', 'beijing', 'helsinki', 'warsaw', 'jakarta']	Paris	3	0.27	1
Sebastian has a sister and now lives in France and has travelled to Santiago , Beijing and Helsinki . The capital of Sebastian's country is	7	16	0.07826383411884308	['paris', 'santiago', 'helsinki', 'beijing', 'warsaw', 'jakarta']	Paris	3	0.16	1
Sebastian has a sister , played basketball and now lives in France and has travelled to Santiago , Beijing and Helsinki . The capital of Sebastian's country is	10	16	0.07386982440948486	['paris', 'santiago', 'beijing', 'helsinki', 'warsaw', 'jakarta']	Paris	3	0.15	1
Sebastian has a sister , played basketball , sang in a choir and now lives in France and has travelled to Santiago , Beijing and Helsinki . The capital of Sebastian's country is	15	16	0.06702567636966705	['paris', 'santiago', 'beijing', 'helsinki', 'warsaw', 'jakarta']	Paris	3	0.14	1
John lives in France and has travelled to Santiago , Beijing and Jakarta . The capital of John's country is	2	16	0.13264590501785278	['paris', 'santiago', 'beijing', 'jakarta', 'warsaw', 'helsinki']	Paris	3	0.28	1
John has a sister and now lives in France and has travelled to Santiago , Beijing and Jakarta . The capital of John's country is	7	16	0.1042509600520134	['paris', 'santiago', 'beijing', 'jakarta', 'warsaw', 'helsinki']	Paris	3	0.22	1
John has a sister , played basketball and now lives in France and has travelled to Santiago , Beijing and Jakarta . The capital of John's country is	10	16	0.10114556550979614	['paris', 'santiago', 'beijing', 'jakarta', 'warsaw', 'helsinki']	Paris	3	0.21	1
John has a sister , played basketball , sang in a choir and now lives in France and has travelled to Santiago , Beijing and Jakarta . The capital of John's country is	15	16	0.09991256892681122	['paris', 'santiago', 'beijing', 'jakarta', 'warsaw', 'helsinki']	Paris	3	0.21	1
Jack lives in France and has travelled to Santiago , Beijing and Warsaw . The capital of Jack's country is	2	16	0.12424343824386597	['paris', 'santiago', 'warsaw', 'beijing', 'helsinki', 'jakarta']	Paris	3	0.26	1
Jack has a sister and now lives in France and has travelled to Santiago , Beijing and Warsaw . The capital of Jack's country is	7	16	0.11526544392108917	['paris', 'warsaw', 'santiago', 'beijing', 'helsinki', 'jakarta']	Paris	3	0.24	1
Jack has a sister , played basketball and now lives in France and has travelled to Santiago , Beijing and Warsaw . The capital of Jack's country is	10	16	0.10406269878149033	['paris', 'warsaw', 'santiago', 'beijing', 'helsinki', 'jakarta']	Paris	3	0.22	1
Jack has a sister , played basketball , sang in a choir and now lives in France and has travelled to Santiago , Beijing and Warsaw . The capital of Jack's country is	15	16	0.1051916778087616	['paris', 'warsaw', 'santiago', 'beijing', 'helsinki', 'jakarta']	Paris	3	0.22	1
Jake lives in France and has travelled to Santiago , Helsinki and Beijing . The capital of Jake's country is	2	16	0.10554242134094238	['paris', 'santiago', 'beijing', 'helsinki', 'warsaw', 'jakarta']	Paris	3	0.22	1
Jake has a sister and now lives in France and has travelled to Santiago , Helsinki and Beijing . The capital of Jake's country is	7	16	0.09299934655427933	['paris', 'santiago', 'beijing', 'helsinki', 'warsaw', 'jakarta']	Paris	3	0.19	1
Jake has a sister , played basketball and now lives in France and has travelled to Santiago , Helsinki and Beijing . The capital of Jake's country is	10	16	0.08422679454088211	['paris', 'santiago', 'beijing', 'helsinki', 'warsaw', 'jakarta']	Paris	3	0.18	1
Jake has a sister , played basketball , sang in a choir and now lives in France and has travelled to Santiago , Helsinki and Beijing . The capital of Jake's country is	15	16	0.09161775559186935	['paris', 'santiago', 'beijing', 'helsinki', 'warsaw', 'jakarta']	Paris	3	0.19	1
Jake lives in France and has travelled to Santiago , Helsinki and Jakarta . The capital of Jake's country is	2	16	0.12755219638347626	['paris', 'santiago', 'helsinki', 'jakarta', 'beijing', 'warsaw']	Paris	3	0.27	1
Jake has a sister and now lives in France and has travelled to Santiago , Helsinki and Jakarta . The capital of Jake's country is	7	16	0.09650168567895889	['paris', 'santiago', 'helsinki', 'jakarta', 'beijing', 'warsaw']	Paris	3	0.2	1
Jake has a sister , played basketball and now lives in France and has travelled to Santiago , Helsinki and Jakarta . The capital of Jake's country is	10	16	0.07034201920032501	['paris', 'santiago', 'jakarta', 'helsinki', 'beijing', 'warsaw']	Paris	3	0.15	1
Jake has a sister , played basketball , sang in a choir and now lives in France and has travelled to Santiago , Helsinki and Jakarta . The capital of Jake's country is	15	16	0.07976651936769485	['paris', 'santiago', 'jakarta', 'helsinki', 'beijing', 'warsaw']	Paris	3	0.17	1
Rowan lives in France and has travelled to Santiago , Helsinki and Warsaw . The capital of Rowan's country is	2	16	0.08836106956005096	['paris', 'warsaw', 'santiago', 'helsinki', 'beijing', 'jakarta']	Paris	3	0.18	1
Rowan has a sister and now lives in France and has travelled to Santiago , Helsinki and Warsaw . The capital of Rowan's country is	7	16	0.06691637635231018	['paris', 'warsaw', 'santiago', 'helsinki', 'beijing', 'jakarta']	Paris	3	0.14	1
Rowan has a sister , played basketball and now lives in France and has travelled to Santiago , Helsinki and Warsaw . The capital of Rowan's country is	10	16	0.05686265230178833	['paris', 'warsaw', 'santiago', 'helsinki', 'beijing', 'jakarta']	Paris	3	0.12	1
Rowan has a sister , played basketball , sang in a choir and now lives in France and has travelled to Santiago , Helsinki and Warsaw . The capital of Rowan's country is	15	16	0.052430007606744766	['paris', 'warsaw', 'santiago', 'helsinki', 'beijing', 'jakarta']	Paris	3	0.11	1
Daniel lives in France and has travelled to Santiago , Jakarta and Beijing . The capital of Daniel's country is	2	16	0.12549027800559998	['paris', 'santiago', 'beijing', 'jakarta', 'warsaw', 'helsinki']	Paris	3	0.26	1
Daniel has a sister and now lives in France and has travelled to Santiago , Jakarta and Beijing . The capital of Daniel's country is	7	16	0.07433886080980301	['paris', 'santiago', 'beijing', 'jakarta', 'warsaw', 'helsinki']	Paris	3	0.15	1
Daniel has a sister , played basketball and now lives in France and has travelled to Santiago , Jakarta and Beijing . The capital of Daniel's country is	10	16	0.06688063591718674	['paris', 'santiago', 'beijing', 'jakarta', 'warsaw', 'helsinki']	Paris	3	0.14	1
Daniel has a sister , played basketball , sang in a choir and now lives in France and has travelled to Santiago , Jakarta and Beijing . The capital of Daniel's country is	15	16	0.06893715262413025	['paris', 'santiago', 'beijing', 'jakarta', 'warsaw', 'helsinki']	Paris	3	0.14	1
John lives in France and has travelled to Santiago , Jakarta and Helsinki . The capital of John's country is	2	16	0.1495654433965683	['paris', 'santiago', 'helsinki', 'beijing', 'jakarta', 'warsaw']	Paris	3	0.31	1
John has a sister and now lives in France and has travelled to Santiago , Jakarta and Helsinki . The capital of John's country is	7	16	0.09875427186489105	['paris', 'santiago', 'helsinki', 'jakarta', 'beijing', 'warsaw']	Paris	3	0.21	1
John has a sister , played basketball and now lives in France and has travelled to Santiago , Jakarta and Helsinki . The capital of John's country is	10	16	0.09982673078775406	['paris', 'santiago', 'helsinki', 'jakarta', 'beijing', 'warsaw']	Paris	3	0.21	1
John has a sister , played basketball , sang in a choir and now lives in France and has travelled to Santiago , Jakarta and Helsinki . The capital of John's country is	15	16	0.09585657715797424	['paris', 'santiago', 'helsinki', 'beijing', 'jakarta', 'warsaw']	Paris	3	0.2	1
Joe lives in France and has travelled to Santiago , Jakarta and Warsaw . The capital of Joe's country is	2	16	0.11895350366830826	['paris', 'warsaw', 'santiago', 'beijing', 'jakarta', 'helsinki']	Paris	3	0.25	1
Joe has a sister and now lives in France and has travelled to Santiago , Jakarta and Warsaw . The capital of Joe's country is	7	16	0.10162878036499023	['paris', 'warsaw', 'santiago', 'beijing', 'jakarta', 'helsinki']	Paris	3	0.21	1
Joe has a sister , played basketball and now lives in France and has travelled to Santiago , Jakarta and Warsaw . The capital of Joe's country is	10	16	0.09815581887960434	['paris', 'warsaw', 'santiago', 'beijing', 'jakarta', 'helsinki']	Paris	3	0.2	1
Joe has a sister , played basketball , sang in a choir and now lives in France and has travelled to Santiago , Jakarta and Warsaw . The capital of Joe's country is	15	16	0.094548799097538	['paris', 'warsaw', 'santiago', 'beijing', 'jakarta', 'helsinki']	Paris	3	0.2	1
Joe lives in France and has travelled to Santiago , Warsaw and Beijing . The capital of Joe's country is	2	16	0.10852109640836716	['paris', 'warsaw', 'santiago', 'beijing', 'helsinki', 'jakarta']	Paris	3	0.23	1
Joe has a sister and now lives in France and has travelled to Santiago , Warsaw and Beijing . The capital of Joe's country is	7	16	0.11571293324232101	['paris', 'warsaw', 'santiago', 'beijing', 'helsinki', 'jakarta']	Paris	3	0.24	1
Joe has a sister , played basketball and now lives in France and has travelled to Santiago , Warsaw and Beijing . The capital of Joe's country is	10	16	0.11381744593381882	['paris', 'warsaw', 'santiago', 'beijing', 'helsinki', 'jakarta']	Paris	3	0.24	1
Joe has a sister , played basketball , sang in a choir and now lives in France and has travelled to Santiago , Warsaw and Beijing . The capital of Joe's country is	15	16	0.1094869002699852	['paris', 'warsaw', 'santiago', 'beijing', 'helsinki', 'jakarta']	Paris	3	0.23	1
Daniel lives in France and has travelled to Santiago , Warsaw and Helsinki . The capital of Daniel's country is	2	16	0.1446586549282074	['paris', 'warsaw', 'santiago', 'helsinki', 'beijing', 'jakarta']	Paris	3	0.3	1
Daniel has a sister and now lives in France and has travelled to Santiago , Warsaw and Helsinki . The capital of Daniel's country is	7	16	0.07142966240644455	['paris', 'warsaw', 'helsinki', 'santiago', 'beijing', 'jakarta']	Paris	3	0.15	1
Daniel has a sister , played basketball and now lives in France and has travelled to Santiago , Warsaw and Helsinki . The capital of Daniel's country is	10	16	0.0629124864935875	['paris', 'warsaw', 'santiago', 'helsinki', 'beijing', 'jakarta']	Paris	3	0.13	1
Daniel has a sister , played basketball , sang in a choir and now lives in France and has travelled to Santiago , Warsaw and Helsinki . The capital of Daniel's country is	15	16	0.062408432364463806	['paris', 'warsaw', 'santiago', 'helsinki', 'beijing', 'jakarta']	Paris	3	0.13	1
Sebastian lives in France and has travelled to Santiago , Warsaw and Jakarta . The capital of Sebastian's country is	2	16	0.15801090002059937	['paris', 'warsaw', 'santiago', 'jakarta', 'beijing', 'helsinki']	Paris	3	0.33	1
Sebastian has a sister and now lives in France and has travelled to Santiago , Warsaw and Jakarta . The capital of Sebastian's country is	7	16	0.08825881779193878	['paris', 'warsaw', 'santiago', 'jakarta', 'beijing', 'helsinki']	Paris	3	0.18	1
Sebastian has a sister , played basketball and now lives in France and has travelled to Santiago , Warsaw and Jakarta . The capital of Sebastian's country is	10	16	0.07256350666284561	['paris', 'warsaw', 'santiago', 'jakarta', 'beijing', 'helsinki']	Paris	3	0.15	1
Sebastian has a sister , played basketball , sang in a choir and now lives in France and has travelled to Santiago , Warsaw and Jakarta . The capital of Sebastian's country is	15	16	0.07290679961442947	['paris', 'warsaw', 'santiago', 'jakarta', 'beijing', 'helsinki']	Paris	3	0.15	1
Jack lives in France and has travelled to Beijing , Santiago and Helsinki . The capital of Jack's country is	2	16	0.07972893118858337	['paris', 'beijing', 'santiago', 'helsinki', 'warsaw', 'jakarta']	Paris	3	0.17	1
Jack has a sister and now lives in France and has travelled to Beijing , Santiago and Helsinki . The capital of Jack's country is	7	16	0.08046415448188782	['paris', 'beijing', 'helsinki', 'santiago', 'warsaw', 'jakarta']	Paris	3	0.17	1
Jack has a sister , played basketball and now lives in France and has travelled to Beijing , Santiago and Helsinki . The capital of Jack's country is	10	16	0.08178965747356415	['paris', 'beijing', 'santiago', 'helsinki', 'warsaw', 'jakarta']	Paris	3	0.17	1
Jack has a sister , played basketball , sang in a choir and now lives in France and has travelled to Beijing , Santiago and Helsinki . The capital of Jack's country is	15	16	0.0783705934882164	['paris', 'beijing', 'santiago', 'helsinki', 'warsaw', 'jakarta']	Paris	3	0.16	1
Rowan lives in France and has travelled to Beijing , Santiago and Jakarta . The capital of Rowan's country is	2	16	0.05717993155121803	['paris', 'beijing', 'santiago', 'jakarta', 'warsaw', 'helsinki']	Paris	3	0.12	1
Rowan has a sister and now lives in France and has travelled to Beijing , Santiago and Jakarta . The capital of Rowan's country is	7	16	0.046950362622737885	['paris', 'beijing', 'jakarta', 'santiago', 'warsaw', 'helsinki']	Paris	3	0.1	1
Rowan has a sister , played basketball and now lives in France and has travelled to Beijing , Santiago and Jakarta . The capital of Rowan's country is	10	16	0.04693854972720146	['paris', 'beijing', 'jakarta', 'santiago', 'warsaw', 'helsinki']	Paris	3	0.1	1
Rowan has a sister , played basketball , sang in a choir and now lives in France and has travelled to Beijing , Santiago and Jakarta . The capital of Rowan's country is	15	16	0.044499535113573074	['paris', 'beijing', 'jakarta', 'santiago', 'warsaw', 'helsinki']	Paris	3	0.09	1
John lives in France and has travelled to Beijing , Santiago and Warsaw . The capital of John's country is	2	16	0.1149589866399765	['paris', 'warsaw', 'beijing', 'santiago', 'helsinki', 'jakarta']	Paris	3	0.24	1
John has a sister and now lives in France and has travelled to Beijing , Santiago and Warsaw . The capital of John's country is	7	16	0.09307540953159332	['paris', 'warsaw', 'beijing', 'santiago', 'helsinki', 'jakarta']	Paris	3	0.19	1
John has a sister , played basketball and now lives in France and has travelled to Beijing , Santiago and Warsaw . The capital of John's country is	10	16	0.09141751378774643	['paris', 'warsaw', 'beijing', 'santiago', 'helsinki', 'jakarta']	Paris	3	0.19	1
John has a sister , played basketball , sang in a choir and now lives in France and has travelled to Beijing , Santiago and Warsaw . The capital of John's country is	15	16	0.08944036811590195	['paris', 'warsaw', 'beijing', 'santiago', 'helsinki', 'jakarta']	Paris	3	0.19	1
John lives in France and has travelled to Beijing , Helsinki and Santiago . The capital of John's country is	2	16	0.08134489506483078	['paris', 'beijing', 'santiago', 'helsinki', 'warsaw', 'jakarta']	Paris	3	0.17	1
John has a sister and now lives in France and has travelled to Beijing , Helsinki and Santiago . The capital of John's country is	7	16	0.07138807326555252	['paris', 'beijing', 'santiago', 'helsinki', 'warsaw', 'jakarta']	Paris	3	0.15	1
John has a sister , played basketball and now lives in France and has travelled to Beijing , Helsinki and Santiago . The capital of John's country is	10	16	0.07641709595918655	['paris', 'beijing', 'santiago', 'helsinki', 'warsaw', 'jakarta']	Paris	3	0.16	1
John has a sister , played basketball , sang in a choir and now lives in France and has travelled to Beijing , Helsinki and Santiago . The capital of John's country is	15	16	0.0741860494017601	['paris', 'beijing', 'santiago', 'helsinki', 'warsaw', 'jakarta']	Paris	3	0.15	1
Sebastian lives in France and has travelled to Beijing , Helsinki and Jakarta . The capital of Sebastian's country is	2	16	0.08013644069433212	['paris', 'beijing', 'helsinki', 'jakarta', 'santiago', 'warsaw']	Paris	3	0.17	1
